hash,diff,message,project,split,diff_languages
4ad359a330b7f2bdc7c9fd538e34dda30a4b6777,"diff --git a/build/gulpfile.hygiene.js b/build/gulpfile.hygiene.js
index <HASH>..<HASH> 100644
--- a/build/gulpfile.hygiene.js
+++ b/build/gulpfile.hygiene.js
@@ -54,7 +54,8 @@ var indentationFilter = [
 	'!**/vs/loader.js',
 	'!extensions/**/snippets/**',
 	'!extensions/**/syntaxes/**',
-	'!extensions/**/themes/**'
+	'!extensions/**/themes/**',
+	'!extensions/**/colorize-fixtures/**'
 ];
 
 var copyrightFilter = [",exclude colorize-fixtures from hygiene,Microsoft_vscode,train,js
29b4d46c930b03dea285d95b46bb056d628ff983,"diff --git a/nni/algorithms/compression/pytorch/pruning/amc/amc_pruner.py b/nni/algorithms/compression/pytorch/pruning/amc/amc_pruner.py
index <HASH>..<HASH> 100644
--- a/nni/algorithms/compression/pytorch/pruning/amc/amc_pruner.py
+++ b/nni/algorithms/compression/pytorch/pruning/amc/amc_pruner.py
@@ -14,8 +14,6 @@ from .channel_pruning_env import ChannelPruningEnv
 from .lib.agent import DDPG
 from .lib.utils import get_output_folder
 
-torch.backends.cudnn.deterministic = True
-
 _logger = logging.getLogger(__name__)
 
 class AMCPruner(Pruner):",Update amc_pruner.py (#<I>),Microsoft_nni,train,py
0579ca4cabd2e19fd57fdda887735a2d2e25b72b,"diff --git a/iodaemon/link.go b/iodaemon/link.go
index <HASH>..<HASH> 100644
--- a/iodaemon/link.go
+++ b/iodaemon/link.go
@@ -59,14 +59,12 @@ func link(socketPath string) {
 	go func() {
 		io.Copy(inputWriter, os.Stdin)
 		inputWriter.Close()
-		os.Stdin.Close()
 	}()
 
 	streaming.Add(1)
 	go func() {
 		io.Copy(os.Stdout, stdout)
 		stdout.Close()
-		os.Stdout.Close()
 		streaming.Done()
 	}()
 
@@ -74,7 +72,6 @@ func link(socketPath string) {
 	go func() {
 		io.Copy(os.Stderr, stderr)
 		stderr.Close()
-		os.Stderr.Close()
 		streaming.Done()
 	}()",nix extraneous stdio closes; makes debugging hard,cloudfoundry-attic_garden-linux,train,go
323764014f10ef0fa90071f5675bb4ca26d5ade1,"diff --git a/schiene/schiene.py b/schiene/schiene.py
index <HASH>..<HASH> 100755
--- a/schiene/schiene.py
+++ b/schiene/schiene.py
@@ -9,7 +9,7 @@ def parse_connections(html):
     soup = BeautifulSoup(html, ""lxml"")
     connections = list()
 
-    for row in soup.find_all(""td"", class_=""overview timelink"")[1:]:
+    for row in soup.find_all(""td"", class_=""overview timelink""):
         columns = row.parent.find_all(""td"")
 
         try:",prase connections from first table row,kennell_schiene,train,py
3570fd6575e40f0599cdad69f0db144471a1ca56,"diff --git a/robotium-solo/src/main/java/com/jayway/android/robotium/solo/ActivityUtils.java b/robotium-solo/src/main/java/com/jayway/android/robotium/solo/ActivityUtils.java
index <HASH>..<HASH> 100644
--- a/robotium-solo/src/main/java/com/jayway/android/robotium/solo/ActivityUtils.java
+++ b/robotium-solo/src/main/java/com/jayway/android/robotium/solo/ActivityUtils.java
@@ -21,7 +21,7 @@ class ActivityUtils {
 	
 	private final Instrumentation inst;
 	private ActivityMonitor activityMonitor;
-	private Activity activity, storedActivity;;
+	private Activity activity;
     private final Sleeper sleeper;
 	private ArrayList<Activity> activityList = new ArrayList<Activity>();
 
@@ -138,7 +138,7 @@ class ActivityUtils {
 	        if (activityMonitor.getLastActivity() != null)
 	            activity = activityMonitor.getLastActivity();
 	    }
-	    
+	    Activity storedActivity;
 	    for(int i = 0; i < activityList.size(); i++){
 	    	storedActivity = activityList.get(i);
 	        if (storedActivity.getClass().getName().equals(",Changed member variable to local variable.,RobotiumTech_robotium,train,java
1ddd4f5db4676a13dc8b0d7e4726c5e1f8e315f2,"diff --git a/lib/Doctrine/Import/Builder.php b/lib/Doctrine/Import/Builder.php
index <HASH>..<HASH> 100644
--- a/lib/Doctrine/Import/Builder.php
+++ b/lib/Doctrine/Import/Builder.php
@@ -457,6 +457,10 @@ END;
                 $a[] = '\'onUpdate\' => ' . var_export($relation['onUpdate'], true);
             }
             
+            if (isset($relation['equal']) && $relation['equal']) { 
+                $a[] = '\'equal\' => ' . var_export($relation['equal'], true); 
+            }
+            
             if ( ! empty($a)) {
                 $ret[$i] .= ', ' . 'array(';
                 $length = strlen($ret[$i]);","Added back the generation of ""equal: true"" from schema files.",doctrine_annotations,train,php
b76142a1acd4230b7b28417cac5834a6e9a75aa2,"diff --git a/curtsies/__init__.py b/curtsies/__init__.py
index <HASH>..<HASH> 100644
--- a/curtsies/__init__.py
+++ b/curtsies/__init__.py
@@ -1,5 +1,5 @@
 """"""Terminal-formatted strings""""""
-__version__=""0.3.2""
+__version__ = ""0.3.2""
 
 from .window import FullscreenWindow, CursorAwareWindow
 from .input import Input
diff --git a/curtsies/termhelpers.py b/curtsies/termhelpers.py
index <HASH>..<HASH> 100644
--- a/curtsies/termhelpers.py
+++ b/curtsies/termhelpers.py
@@ -13,6 +13,7 @@ class Nonblocking(object):
     """"""
     A context manager for making an input stream nonblocking.
     """"""
+
     def __init__(self, stream):
         # type: (IO) -> None
         self.stream = stream",ran black on all of curtsies (#<I>),bpython_curtsies,train,"py,py"
72d4947d127d332c1e2db04b81d28f20dccb6da3,"diff --git a/app/models/host/discovered.rb b/app/models/host/discovered.rb
index <HASH>..<HASH> 100644
--- a/app/models/host/discovered.rb
+++ b/app/models/host/discovered.rb
@@ -16,10 +16,10 @@ class Host::Discovered < ::Host::Base
       # Discovered hosts don't have a name yet - use MAC for now
       # TODO: make this more intelligent, we might not have an eth0...
       when Puppet::Node::Facts
-        name   = facts.values[""macaddress_eth0""].downcase
+        name   = facts.values[""macaddress_eth0""].downcase.gsub(/:/,'')
         values = facts.values
       when Hash
-        name   = facts[""macaddress_eth0""].downcase
+        name   = facts[""macaddress_eth0""].downcase.gsub(/:/,'')
         values = facts
         return raise(""invalid facts hash"") unless name and values
       else",Downcase and remove colons from discovered host names for safety,theforeman_foreman_discovery,train,rb
53cb0633595e45265871048d03451a12bcbfc6f7,"diff --git a/spec/remove.spec.js b/spec/remove.spec.js
index <HASH>..<HASH> 100644
--- a/spec/remove.spec.js
+++ b/spec/remove.spec.js
@@ -73,6 +73,40 @@ describe('remove', function () {
     });
   });
 
+  describe.only('will retry attempt if file is locked', function () {
+    var preparations = function () {
+      fse.mkdirsSync('a/b/c');
+      fse.outputFileSync('a/f.txt', 'abc');
+      fse.outputFileSync('a/b/f.txt', '123');
+    };
+
+    var expectations = function () {
+      path('a').shouldNotExist();
+    };
+
+    it('async', function (done) {
+      preparations();
+
+      fse.open('a/f.txt', 'w', function (err, fd) {
+        if (err) {
+          done(err);
+        } else {
+          // Unlock the file after some time.
+          setTimeout(function () {
+            fse.close(fd);
+          }, 150);
+
+          jetpack.removeAsync('a')
+          .then(function () {
+            expectations();
+            done();
+          })
+          .catch(done);
+        }
+      });
+    });
+  });
+
   describe('respects internal CWD of jetpack instance', function () {
     var preparations = function () {
       fse.outputFileSync('a/b/c.txt', '123');",Attempt to write a test about files locking for removeAsync(),szwacz_fs-jetpack,train,js
fb9f362094dbafd4a3d624a4bd611a77c0fd5081,"diff --git a/lib/wavefile/reader.rb b/lib/wavefile/reader.rb
index <HASH>..<HASH> 100644
--- a/lib/wavefile/reader.rb
+++ b/lib/wavefile/reader.rb
@@ -128,7 +128,7 @@ module WaveFile
           # General algorithm that works for any number of channels, 2 or greater.
           num_multichannel_samples.times do |i|
             sample = Array.new(@native_format.channels)
-            num_channels.times {|j| sample[j] = samples.pop() }
+            @native_format.channels.times {|j| sample[j] = samples.pop() }
             multichannel_data[i] = sample.reverse!()
           end
         end",Fixing bug which prevents files with more than 2 channels from being read.,jstrait_wavefile,train,rb
5d54a4bc5e0026201524d1a39f80ecb4097fe0e6,"diff --git a/lib/karo/cli.rb b/lib/karo/cli.rb
index <HASH>..<HASH> 100644
--- a/lib/karo/cli.rb
+++ b/lib/karo/cli.rb
@@ -17,7 +17,7 @@ module Karo
 
     class_option :config_file, type: :string, default: Config.default_file_name,
                   aliases: ""-c"", desc: ""name of the file containing server configuration""
-    class_option :environment, aliases: ""-e"", desc: ""server environment"", default: ""production""
+    class_option :environment, aliases: ""-e"", desc: ""server environment"", default: ""staging""
     class_option :verbose, type: :boolean, lazy_default: true, aliases: ""-v"", desc: ""verbose""
     class_option :dryrun,  type: :boolean, lazy_default: true, aliases: ""-d"", desc: ""dry-run""",Change default cli enviornment to staging to prevent accidental prod deploys,rahult_karo,train,rb
3460d1287619f2df5f914efcbc3cb310e9714e11,"diff --git a/sdk/dotnet/cmd/pulumi-language-dotnet/main.go b/sdk/dotnet/cmd/pulumi-language-dotnet/main.go
index <HASH>..<HASH> 100644
--- a/sdk/dotnet/cmd/pulumi-language-dotnet/main.go
+++ b/sdk/dotnet/cmd/pulumi-language-dotnet/main.go
@@ -332,7 +332,7 @@ func (host *dotnetLanguageHost) DeterminePluginDependency(
 func (host *dotnetLanguageHost) DotnetBuild(
 	ctx context.Context, req *pulumirpc.GetRequiredPluginsRequest, engineClient pulumirpc.EngineClient) error {
 
-	args := []string{""build""}
+	args := []string{""build"", ""-nologo""}
 
 	if req.GetProgram() != """" {
 		args = append(args, req.GetProgram())",Reduce the output of dotnet build (#<I>),pulumi_pulumi,train,go
fc6ca0627810702249ff78198f73ec38f3fab999,"diff --git a/buildozer/targets/android.py b/buildozer/targets/android.py
index <HASH>..<HASH> 100644
--- a/buildozer/targets/android.py
+++ b/buildozer/targets/android.py
@@ -548,7 +548,7 @@ class TargetAndroid(Target):
             '{python} build.py --name {name}'
             ' --version {version}'
             ' --package {package}'
-            ' --{storage_type} {appdir}'
+            ' --{storage_type} ""{appdir}""'
             ' --sdk {androidsdk}'
             ' --minsdk {androidminsdk}').format(
             python=executable,","Fixes app path issue which lead to build fails. Fixes #<I>
* The build fails when there is a space in the Application path.
* This small fix resolves that issue.",kivy_buildozer,train,py
e33fb9d5d8425f3a5f1039dac437f5ee146fc317,"diff --git a/conn_pool.go b/conn_pool.go
index <HASH>..<HASH> 100644
--- a/conn_pool.go
+++ b/conn_pool.go
@@ -143,14 +143,6 @@ func (p *ConnPool) Stat() (s ConnPoolStat) {
 	return
 }
 
-func (p *ConnPool) MaxConnectionCount() int {
-	return p.maxConnections
-}
-
-func (p *ConnPool) CurrentConnectionCount() int {
-	return p.maxConnections
-}
-
 func (p *ConnPool) createConnection() (c *Conn, err error) {
 	c, err = Connect(p.config)
 	if err != nil {",Remove ConnPool functions overlapped by Stat,jackc_pgx,train,go
2bb0905cbe9f8a77036129efea850d8d72e3d22b,"diff --git a/src/main/java/org/deepsymmetry/beatlink/DeviceUpdate.java b/src/main/java/org/deepsymmetry/beatlink/DeviceUpdate.java
index <HASH>..<HASH> 100644
--- a/src/main/java/org/deepsymmetry/beatlink/DeviceUpdate.java
+++ b/src/main/java/org/deepsymmetry/beatlink/DeviceUpdate.java
@@ -50,7 +50,7 @@ public abstract class DeviceUpdate {
         packetBytes = new byte[packet.getLength()];
         System.arraycopy(packet.getData(), 0, packetBytes, 0, packet.getLength());
         timestamp = System.currentTimeMillis();
-        deviceName = new String(packetBytes, 12, 20).trim();
+        deviceName = new String(packetBytes, 11, 20).trim();
         deviceNumber = Util.unsign(packetBytes[36]);
     }",Fix missing first name character in device updates,Deep-Symmetry_beat-link,train,java
1d56f00d1f99e11db378feaa80217b532c191be0,"diff --git a/src/Agent.php b/src/Agent.php
index <HASH>..<HASH> 100644
--- a/src/Agent.php
+++ b/src/Agent.php
@@ -107,13 +107,14 @@ class Agent
      * @throws \PhilKra\Exception\Transaction\DuplicateTransactionNameException
      *
      * @param string $name
+     * @param array  $context
      *
      * @return Transaction
      */
-    public function startTransaction(string $name): Transaction
+    public function startTransaction(string $name, array $context = []): Transaction
     {
         // Create and Store Transaction
-        $this->transactionsStore->register(new Transaction($name, $this->sharedContext));
+        $this->transactionsStore->register(new Transaction($name, array_replace_recursive($this->sharedContext, $context)));
 
         // Start the Transaction
         $transaction = $this->transactionsStore->fetch($name);
@@ -163,12 +164,13 @@ class Agent
      * @link http://php.net/manual/en/class.throwable.php
      *
      * @param \Throwable $thrown
+     * @param array      $context
      *
      * @return void
      */
-    public function captureThrowable(\Throwable $thrown)
+    public function captureThrowable(\Throwable $thrown, array $context = [])
     {
-        $this->errorsStore->register(new Error($thrown, $this->sharedContext));
+        $this->errorsStore->register(new Error($thrown, array_replace_recursive($this->sharedContext, $context)));
     }
 
     /**",Allows specifying a context to merge with the shared context for every capture or transaction,philkra_elastic-apm-php-agent,train,php
999ca1093d2eb85f9c4129f9b6342175557c2a10,"diff --git a/zip/writer.go b/zip/writer.go
index <HASH>..<HASH> 100644
--- a/zip/writer.go
+++ b/zip/writer.go
@@ -125,7 +125,7 @@ func (w *Writer) Close() error {
 		b.uint16(uint16(len(h.Comment)))
 		b = b[4:] // skip disk number start and internal file attr (2x uint16)
 		b.uint32(h.ExternalAttrs)
-		if h.offset > uint32max {
+		if h.isZip64() || h.offset > uint32max {
 			b.uint32(uint32max)
 		} else {
 			b.uint32(uint32(h.offset))","zip: Re-add zip<I> fix (#<I>)

Accidentally reverted #<I> in #<I>



Fixes #<I>",klauspost_compress,train,go
4de70e270a671baf1c6e85bc500540908ccd4119,"diff --git a/pytest_ansible/plugin.py b/pytest_ansible/plugin.py
index <HASH>..<HASH> 100644
--- a/pytest_ansible/plugin.py
+++ b/pytest_ansible/plugin.py
@@ -3,6 +3,7 @@ import logging
 from pkg_resources import parse_version
 from .fixtures import (ansible_module_cls, ansible_module, ansible_facts_cls, ansible_facts)
 from .errors import AnsibleNoHostsMatch, AnsibleHostUnreachable
+import collections
 
 # conditionally import ansible libraries
 import ansible
@@ -219,7 +220,7 @@ class PyTestAnsiblePlugin:
             if hasattr(request.function, 'ansible'):
                 return request.function.ansible.kwargs
         elif request.scope == 'class':
-            if hasattr(request.cls, 'pytestmark'):
+            if hasattr(request.cls, 'pytestmark') and isinstance(request.cls.pytestmark, collections.Iterable):
                 for pytestmark in request.cls.pytestmark:
                     if pytestmark.name == 'ansible':
                         return pytestmark.kwargs",Don't assume pytestmark is iterable,ansible_pytest-ansible,train,py
